INFO:root:Called with argument: Namespace(begin_epoch=0, dataset='PascalVOC', dataset_path='data/VOCdevkit', end_epoch=20, frequent=20, gpus='1', image_set='2007_trainval', kvstore='device', lr=0.001, lr_step='7', network='resnet', no_flip=False, no_shuffle=False, prefix='model/resnet-uav/e2e', pretrained='model/resnet-101', pretrained_epoch=0, resume=False, root_path='data', work_load_list=None)
INFO:root:{'ANCHOR_RATIOS': [0.5, 1, 2],
 'ANCHOR_SCALES': [8, 16, 32],
 'FIXED_PARAMS': ['conv0', 'stage1', 'gamma', 'beta'],
 'FIXED_PARAMS_SHARED': ['conv0',
                         'stage1',
                         'stage2',
                         'stage3',
                         'gamma',
                         'beta'],
 'IMAGE_STRIDE': 0,
 'NUM_ANCHORS': 9,
 'NUM_CLASSES': 3,
 'PIXEL_MEANS': array([0, 0, 0]),
 'RCNN_FEAT_STRIDE': 16,
 'RPN_FEAT_STRIDE': 16,
 'SCALES': [(600, 1000)],
 'TEST': {'BATCH_IMAGES': 1,
          'CXX_PROPOSAL': True,
          'ENABLE_DEFORMABLE_ROIPOOLING': False,
          'HAS_RPN': False,
          'NMS': 0.3,
          'PROPOSAL_MIN_SIZE': 16,
          'PROPOSAL_NMS_THRESH': 0.7,
          'PROPOSAL_POST_NMS_TOP_N': 2000,
          'PROPOSAL_PRE_NMS_TOP_N': 20000,
          'RPN_MIN_SIZE': 16,
          'RPN_NMS_THRESH': 0.7,
          'RPN_POST_NMS_TOP_N': 300,
          'RPN_PRE_NMS_TOP_N': 6000},
 'TRAIN': {'ASPECT_GROUPING': True,
           'BATCH_IMAGES': 1,
           'BATCH_ROIS': 128,
           'BATCH_ROIS_OHEM': 128,
           'BBOX_MEANS': [0.0, 0.0, 0.0, 0.0],
           'BBOX_NORMALIZATION_PRECOMPUTED': True,
           'BBOX_REGRESSION_THRESH': 0.5,
           'BBOX_STDS': [0.1, 0.1, 0.2, 0.2],
           'BBOX_WEIGHTS': array([ 1.,  1.,  1.,  1.]),
           'BG_THRESH_HI': 0.5,
           'BG_THRESH_LO': 0.0,
           'CXX_PROPOSAL': True,
           'ENABLE_DEFORMABLE_ROIPOOLING': False,
           'ENABLE_FOCALLOSS': False,
           'ENABLE_OHEM': False,
           'END2END': True,
           'FG_FRACTION': 0.25,
           'FG_THRESH': 0.5,
           'RPN_BATCH_SIZE': 256,
           'RPN_BBOX_WEIGHTS': [1.0, 1.0, 1.0, 1.0],
           'RPN_CLOBBER_POSITIVES': False,
           'RPN_FG_FRACTION': 0.5,
           'RPN_MIN_SIZE': 16,
           'RPN_NEGATIVE_OVERLAP': 0.3,
           'RPN_NMS_THRESH': 0.7,
           'RPN_POSITIVE_OVERLAP': 0.7,
           'RPN_POSITIVE_WEIGHT': -1.0,
           'RPN_POST_NMS_TOP_N': 2000,
           'RPN_PRE_NMS_TOP_N': 12000}}
INFO:root:voc_2007_trainval num_images 2263
INFO:root:voc_2007_trainval wrote gt roidb to data/cache/voc_2007_trainval_gt_roidb.pkl
INFO:root:voc_2007_trainval append flipped images to roidb
INFO:root:load data: filtered 12 roidb entries: 4526 -> 4514
INFO:root:providing maximum shape [('data', (1, 3, 600, 1000)), ('gt_boxes', (1, 100, 5))] [('label', (1, 21546)), ('bbox_target', (1, 36, 38, 63)), ('bbox_weight', (1, 36, 38, 63))]
INFO:root:output shape {'bbox_loss_reshape_output': (1L, 128L, 12L),
 'blockgrad0_output': (1L, 128L),
 'cls_prob_reshape_output': (1L, 128L, 3L),
 'rpn_bbox_loss_output': (1L, 36L, 36L, 63L),
 'rpn_cls_prob_output': (1L, 2L, 324L, 63L)}
INFO:root:lr 0.001000 lr_epoch_diff [7] lr_iters [31598]
[09:42:14] src/operator/././cudnn_algoreg-inl.h:112: Running performance tests to find the best convolution algorithm, this can take a while... (setting env variable MXNET_CUDNN_AUTOTUNE_DEFAULT to 0 to disable)
[09:42:28] src/operator/././cudnn_algoreg-inl.h:112: Running performance tests to find the best convolution algorithm, this can take a while... (setting env variable MXNET_CUDNN_AUTOTUNE_DEFAULT to 0 to disable)
INFO:root:Epoch[0] Batch [20]	Speed: 3.06 samples/sec	Train-RPNAcc=0.765439,	RPNLogLoss=0.502472,	RPNL1Loss=2.671298,	RCNNAcc=0.966890,	RCNNLogLoss=0.201803,	RCNNL1Loss=0.610765,	
INFO:root:Epoch[0] Batch [740]	Speed: 4.09 samples/sec	Train-RPNAcc=0.968903,	RPNLogLoss=0.076707,	RPNL1Loss=0.954877,	RCNNAcc=0.977490,	RCNNLogLoss=0.060441,	RCNNL1Loss=1.689565,	
INFO:root:Epoch[0] Batch [760]	Speed: 3.81 samples/sec	Train-RPNAcc=0.969664,	RPNLogLoss=0.074866,	RPNL1Loss=0.944415,	RCNNAcc=0.977404,	RCNNLogLoss=0.060608,	RCNNL1Loss=1.692374,	
INFO:root:Epoch[0] Batch [780]	Speed: 3.80 samples/sec	Train-RPNAcc=0.970391,	RPNLogLoss=0.073135,	RPNL1Loss=0.934411,	RCNNAcc=0.977203,	RCNNLogLoss=0.060891,	RCNNL1Loss=1.693576,	
INFO:root:Epoch[0] Batch [800]	Speed: 4.10 samples/sec	Train-RPNAcc=0.971042,	RPNLogLoss=0.071570,	RPNL1Loss=0.928016,	RCNNAcc=0.976933,	RCNNLogLoss=0.061257,	RCNNL1Loss=1.709333,	
INFO:root:Epoch[0] Batch [820]	Speed: 3.99 samples/sec	Train-RPNAcc=0.971652,	RPNLogLoss=0.070144,	RPNL1Loss=0.919652,	RCNNAcc=0.976972,	RCNNLogLoss=0.061297,	RCNNL1Loss=1.710363,	
INFO:root:Epoch[0] Batch [840]	Speed: 3.99 samples/sec	Train-RPNAcc=0.972289,	RPNLogLoss=0.068667,	RPNL1Loss=0.910658,	RCNNAcc=0.977046,	RCNNLogLoss=0.061166,	RCNNL1Loss=1.706392,	
INFO:root:Epoch[0] Batch [860]	Speed: 3.94 samples/sec	Train-RPNAcc=0.972879,	RPNLogLoss=0.067202,	RPNL1Loss=0.906256,	RCNNAcc=0.976826,	RCNNLogLoss=0.061478,	RCNNL1Loss=1.709763,	
INFO:root:Epoch[0] Batch [880]	Speed: 3.90 samples/sec	Train-RPNAcc=0.973410,	RPNLogLoss=0.066120,	RPNL1Loss=0.901988,	RCNNAcc=0.976829,	RCNNLogLoss=0.061371,	RCNNL1Loss=1.703681,	
INFO:root:Epoch[0] Batch [900]	Speed: 3.88 samples/sec	Train-RPNAcc=0.973970,	RPNLogLoss=0.064800,	RPNL1Loss=0.893107,	RCNNAcc=0.976606,	RCNNLogLoss=0.061730,	RCNNL1Loss=1.691624,	
INFO:root:Epoch[0] Batch [920]	Speed: 3.88 samples/sec	Train-RPNAcc=0.974463,	RPNLogLoss=0.063604,	RPNL1Loss=0.887091,	RCNNAcc=0.976469,	RCNNLogLoss=0.061978,	RCNNL1Loss=1.678844,	
INFO:root:Epoch[0] Batch [940]	Speed: 3.82 samples/sec	Train-RPNAcc=0.974985,	RPNLogLoss=0.062375,	RPNL1Loss=0.883878,	RCNNAcc=0.976330,	RCNNLogLoss=0.062292,	RCNNL1Loss=1.673493,	
INFO:root:Epoch[0] Batch [960]	Speed: 3.85 samples/sec	Train-RPNAcc=0.975445,	RPNLogLoss=0.061417,	RPNL1Loss=0.879514,	RCNNAcc=0.976205,	RCNNLogLoss=0.062444,	RCNNL1Loss=1.679682,	
INFO:root:Epoch[0] Batch [980]	Speed: 3.88 samples/sec	Train-RPNAcc=0.975862,	RPNLogLoss=0.060552,	RPNL1Loss=0.872897,	RCNNAcc=0.976236,	RCNNLogLoss=0.062462,	RCNNL1Loss=1.676876,	
INFO:root:Epoch[0] Batch [1000]	Speed: 3.83 samples/sec	Train-RPNAcc=0.976317,	RPNLogLoss=0.059472,	RPNL1Loss=0.864380,	RCNNAcc=0.976172,	RCNNLogLoss=0.062624,	RCNNL1Loss=1.669437,	
INFO:root:Epoch[0] Batch [1020]	Speed: 3.87 samples/sec	Train-RPNAcc=0.976777,	RPNLogLoss=0.058395,	RPNL1Loss=0.856887,	RCNNAcc=0.976119,	RCNNLogLoss=0.062854,	RCNNL1Loss=1.682790,	
INFO:root:Epoch[0] Batch [1040]	Speed: 3.77 samples/sec	Train-RPNAcc=0.977219,	RPNLogLoss=0.057349,	RPNL1Loss=0.850161,	RCNNAcc=0.975962,	RCNNLogLoss=0.063251,	RCNNL1Loss=1.679443,	
INFO:root:Epoch[0] Batch [1060]	Speed: 3.79 samples/sec	Train-RPNAcc=0.977604,	RPNLogLoss=0.056472,	RPNL1Loss=0.842824,	RCNNAcc=0.975966,	RCNNLogLoss=0.063277,	RCNNL1Loss=1.678315,	
INFO:root:Epoch[0] Batch [1080]	Speed: 4.03 samples/sec	Train-RPNAcc=0.977918,	RPNLogLoss=0.055707,	RPNL1Loss=0.838156,	RCNNAcc=0.975760,	RCNNLogLoss=0.063800,	RCNNL1Loss=1.674514,	
INFO:root:Epoch[0] Batch [1100]	Speed: 3.92 samples/sec	Train-RPNAcc=0.978301,	RPNLogLoss=0.054837,	RPNL1Loss=0.833484,	RCNNAcc=0.975803,	RCNNLogLoss=0.063820,	RCNNL1Loss=1.671554,	
INFO:root:Epoch[0] Batch [1120]	Speed: 4.03 samples/sec	Train-RPNAcc=0.978653,	RPNLogLoss=0.054020,	RPNL1Loss=0.826264,	RCNNAcc=0.975775,	RCNNLogLoss=0.063877,	RCNNL1Loss=1.670031,	
INFO:root:Epoch[0] Batch [1140]	Speed: 3.90 samples/sec	Train-RPNAcc=0.979017,	RPNLogLoss=0.053182,	RPNL1Loss=0.821133,	RCNNAcc=0.975618,	RCNNLogLoss=0.064298,	RCNNL1Loss=1.657641,	
INFO:root:Epoch[0] Batch [1160]	Speed: 3.88 samples/sec	Train-RPNAcc=0.979342,	RPNLogLoss=0.052362,	RPNL1Loss=0.814256,	RCNNAcc=0.975681,	RCNNLogLoss=0.064418,	RCNNL1Loss=1.653914,	
INFO:root:Epoch[0] Batch [1180]	Speed: 3.83 samples/sec	Train-RPNAcc=0.979691,	RPNLogLoss=0.051587,	RPNL1Loss=0.809846,	RCNNAcc=0.975650,	RCNNLogLoss=0.064564,	RCNNL1Loss=1.649085,	
INFO:root:Epoch[0] Batch [1200]	Speed: 3.94 samples/sec	Train-RPNAcc=0.980020,	RPNLogLoss=0.050821,	RPNL1Loss=0.803447,	RCNNAcc=0.975593,	RCNNLogLoss=0.064813,	RCNNL1Loss=1.636190,	
INFO:root:Epoch[0] Batch [1220]	Speed: 4.04 samples/sec	Train-RPNAcc=0.980299,	RPNLogLoss=0.050209,	RPNL1Loss=0.798803,	RCNNAcc=0.975379,	RCNNLogLoss=0.065142,	RCNNL1Loss=1.635575,	
INFO:root:Epoch[0] Batch [1240]	Speed: 3.78 samples/sec	Train-RPNAcc=0.980595,	RPNLogLoss=0.049531,	RPNL1Loss=0.794067,	RCNNAcc=0.975436,	RCNNLogLoss=0.065034,	RCNNL1Loss=1.630421,	
INFO:root:Epoch[0] Batch [1260]	Speed: 3.92 samples/sec	Train-RPNAcc=0.980859,	RPNLogLoss=0.048902,	RPNL1Loss=0.790279,	RCNNAcc=0.975472,	RCNNLogLoss=0.064858,	RCNNL1Loss=1.623032,	
INFO:root:Epoch[0] Batch [1280]	Speed: 3.95 samples/sec	Train-RPNAcc=0.981149,	RPNLogLoss=0.048250,	RPNL1Loss=0.786759,	RCNNAcc=0.975453,	RCNNLogLoss=0.064831,	RCNNL1Loss=1.614085,	
INFO:root:Epoch[0] Batch [1300]	Speed: 3.96 samples/sec	Train-RPNAcc=0.981418,	RPNLogLoss=0.047630,	RPNL1Loss=0.782524,	RCNNAcc=0.975572,	RCNNLogLoss=0.064745,	RCNNL1Loss=1.607067,	
INFO:root:Epoch[0] Batch [1320]	Speed: 4.00 samples/sec	Train-RPNAcc=0.981699,	RPNLogLoss=0.046974,	RPNL1Loss=0.777229,	RCNNAcc=0.975717,	RCNNLogLoss=0.064423,	RCNNL1Loss=1.599736,	
INFO:root:Epoch[0] Batch [1340]	Speed: 3.97 samples/sec	Train-RPNAcc=0.981951,	RPNLogLoss=0.046418,	RPNL1Loss=0.773958,	RCNNAcc=0.975887,	RCNNLogLoss=0.064094,	RCNNL1Loss=1.591699,	
INFO:root:Epoch[0] Batch [1360]	Speed: 3.85 samples/sec	Train-RPNAcc=0.982217,	RPNLogLoss=0.045765,	RPNL1Loss=0.769708,	RCNNAcc=0.975902,	RCNNLogLoss=0.063936,	RCNNL1Loss=1.583163,	
INFO:root:Epoch[0] Batch [1380]	Speed: 3.95 samples/sec	Train-RPNAcc=0.982471,	RPNLogLoss=0.045171,	RPNL1Loss=0.764551,	RCNNAcc=0.975895,	RCNNLogLoss=0.063905,	RCNNL1Loss=1.572369,	
INFO:root:Epoch[0] Batch [1400]	Speed: 3.76 samples/sec	Train-RPNAcc=0.982691,	RPNLogLoss=0.044593,	RPNL1Loss=0.760099,	RCNNAcc=0.975966,	RCNNLogLoss=0.063669,	RCNNL1Loss=1.567268,	
INFO:root:Epoch[0] Batch [1420]	Speed: 3.77 samples/sec	Train-RPNAcc=0.982855,	RPNLogLoss=0.044223,	RPNL1Loss=0.756594,	RCNNAcc=0.975798,	RCNNLogLoss=0.064092,	RCNNL1Loss=1.567475,	
INFO:root:Epoch[0] Batch [1440]	Speed: 3.89 samples/sec	Train-RPNAcc=0.983082,	RPNLogLoss=0.043679,	RPNL1Loss=0.754655,	RCNNAcc=0.975663,	RCNNLogLoss=0.064484,	RCNNL1Loss=1.566343,	
INFO:root:Epoch[0] Batch [1460]	Speed: 3.80 samples/sec	Train-RPNAcc=0.983271,	RPNLogLoss=0.043225,	RPNL1Loss=0.751354,	RCNNAcc=0.975686,	RCNNLogLoss=0.064404,	RCNNL1Loss=1.560182,	
INFO:root:Epoch[0] Batch [1480]	Speed: 3.95 samples/sec	Train-RPNAcc=0.983491,	RPNLogLoss=0.042707,	RPNL1Loss=0.747005,	RCNNAcc=0.975587,	RCNNLogLoss=0.064581,	RCNNL1Loss=1.551718,	
INFO:root:Epoch[0] Batch [1500]	Speed: 3.80 samples/sec	Train-RPNAcc=0.983704,	RPNLogLoss=0.042223,	RPNL1Loss=0.742671,	RCNNAcc=0.975574,	RCNNLogLoss=0.064576,	RCNNL1Loss=1.549389,	
INFO:root:Epoch[0] Batch [1520]	Speed: 3.77 samples/sec	Train-RPNAcc=0.983900,	RPNLogLoss=0.041781,	RPNL1Loss=0.739551,	RCNNAcc=0.975597,	RCNNLogLoss=0.064475,	RCNNL1Loss=1.539952,	
